latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
5.73479,29.43792,311.44,1.32,1.14,2025-12-26,124,A,83,6.1NRT,292.95,14.65,N
13.56808,25.45793,312.4,1.17,1.07,2025-12-26,121,A,48,6.1NRT,290.98,14.63,N
23.68342,46.41894,303.08,1.72,1.29,2025-12-26,552,T,54,6.1NRT,284.01,14.45,D
30.61282,47.3363,301.92,1.84,1.33,2025-12-26,552,T,50,6.1NRT,285.93,14.43,D
-30.02662,147.95857,329.78,1.11,1.05,2025-12-26,525,A,71,6.1NRT,313.76,14.41,D
-3.86791,122.40168,319.68,1.2,1.09,2025-12-26,104,T,76,6.1NRT,297.79,14.37,D
9.26461,-3.84784,302.1,2.15,1.42,2025-12-26,302,A,47,6.1NRT,291.23,14.35,N
9.32975,23.55,308.49,1.34,1.15,2025-12-26,124,A,75,6.1NRT,293.29,14.33,N
17.64724,75.70226,318.91,1.01,1.01,2025-12-26,414,T,76,6.1NRT,297.13,14.26,D
-11.84904,-43.78808,315.42,1.02,1.01,2025-12-26,9,T,91,6.1NRT,286.83,14.14,N
-26.60584,151.13004,324.43,1.07,1.03,2025-12-26,525,A,71,6.1NRT,303.09,14.08,D
6.2706,28.37668,311.95,1.13,1.06,2025-12-26,124,A,84,6.1NRT,292.0,13.75,N
-19.5268,169.44194,316.87,1.21,1.09,2025-12-26,349,A,44,6.1NRT,301.24,13.72,D
-2.57425,121.38065,313.54,1.05,1.02,2025-12-26,104,T,74,6.1NRT,273.7,13.71,D
-21.80235,122.31393,339.67,1.04,1.02,2025-12-26,705,A,41,6.1NRT,324.38,13.69,D
-37.76398,144.71632,309.07,2.12,1.42,2025-12-26,522,A,36,6.1NRT,290.72,13.55,D
25.34475,50.19621,313.92,1.09,1.04,2025-12-26,552,T,74,6.1NRT,287.32,13.55,D
18.3577,77.01363,316.47,1.09,1.04,2025-12-26,414,T,64,6.1NRT,296.04,13.49,D
21.56012,104.96192,300.04,3.21,1.7,2025-12-26,718,A,0,6.1NRT,284.44,13.36,D
-1.25127,112.74048,309.24,2.19,1.44,2025-12-26,709,A,65,6.1NRT,292.34,13.31,D
-1.35446,29.15977,302.07,1.62,1.25,2025-12-26,124,A,29,6.1NRT,281.96,13.16,N
-20.25073,-40.24376,315.91,1.16,1.07,2025-12-26,9,T,70,6.1NRT,295.67,13.15,N
28.49124,49.72144,311.58,1.23,1.1,2025-12-26,552,T,50,6.1NRT,293.15,13.14,D
18.44401,95.21083,310.87,1.58,1.24,2025-12-26,236,T,60,6.1NRT,295.37,13.08,D
18.46504,75.23609,317.56,1.0,1.0,2025-12-26,414,T,76,6.1NRT,295.83,13.08,D
32.1364,6.47067,306.64,1.04,1.02,2025-12-26,255,A,69,6.1NRT,277.67,13.06,N
19.12967,76.43371,316.82,1.03,1.01,2025-12-26,414,T,75,6.1NRT,295.65,13.01,D
16.74067,78.36178,312.7,1.34,1.15,2025-12-26,414,T,68,6.1NRT,296.7,12.71,D
30.75088,47.66296,301.97,1.76,1.3,2025-12-26,550,T,43,6.1NRT,286.17,12.67,D
15.03905,75.91369,317.56,1.06,1.03,2025-12-26,416,T,74,6.1NRT,297.7,12.64,D
-11.84015,-43.7894,313.31,1.02,1.01,2025-12-26,9,T,87,6.1NRT,286.95,12.62,N
-3.89969,122.41886,318.08,1.21,1.09,2025-12-26,104,T,75,6.1NRT,296.73,12.44,D
10.41018,5.70395,309.23,1.29,1.13,2025-12-26,302,A,77,6.1NRT,292.84,12.43,N
-37.76195,144.73991,308.72,2.12,1.41,2025-12-26,522,A,31,6.1NRT,292.25,12.42,D
-18.15586,-46.94138,308.85,1.37,1.16,2025-12-26,9,T,76,6.1NRT,293.97,12.35,N
-32.4463,19.1064,312.12,1.06,1.03,2025-12-26,134,A,50,6.1NRT,288.47,12.22,N
6.31211,28.35273,311.69,1.12,1.06,2025-12-26,124,A,83,6.1NRT,292.84,12.16,N
12.00217,0.19756,307.94,1.21,1.09,2025-12-26,302,A,73,6.1NRT,290.48,12.11,N
5.56505,5.07919,311.16,1.38,1.16,2025-12-26,302,A,74,6.1NRT,290.94,12.07,N
9.12934,23.08246,306.85,1.43,1.18,2025-12-26,124,A,62,6.1NRT,293.52,12.07,N
20.01995,-102.45216,308.05,1.08,1.04,2025-12-26,336,T,73,6.1NRT,283.25,11.97,N
30.52795,47.60419,301.15,1.76,1.3,2025-12-26,552,T,45,6.1NRT,286.22,11.85,D
29.69298,32.32272,308.63,1.01,1.0,2025-12-26,117,A,75,6.1NRT,285.31,11.85,N
19.34501,75.78474,316.38,1.0,1.0,2025-12-26,414,T,75,6.1NRT,296.13,11.84,D
-23.04914,145.92735,322.31,1.16,1.07,2025-12-26,525,A,45,6.1NRT,299.31,11.8,D
48.2779,14.3384,303.82,1.02,1.01,2025-12-26,249,A,57,6.1NRT,271.8,11.74,N
31.4013,48.6515,303.52,1.54,1.22,2025-12-26,550,T,56,6.1NRT,286.46,11.72,D
15.97649,75.06371,316.71,1.0,1.0,2025-12-26,416,T,74,6.1NRT,297.64,11.46,D
7.96013,28.28344,310.2,1.08,1.04,2025-12-26,124,A,79,6.1NRT,290.55,11.43,N
-23.06663,145.94135,322.39,1.16,1.07,2025-12-26,525,A,42,6.1NRT,298.53,11.42,D
-3.87548,122.39896,315.91,1.25,1.11,2025-12-26,709,A,65,6.1NRT,296.06,11.39,D
19.03434,95.35986,309.33,1.58,1.24,2025-12-26,236,T,68,6.1NRT,294.71,11.29,D
18.42703,76.73841,314.36,1.06,1.03,2025-12-26,414,T,68,6.1NRT,295.88,11.29,D
6.28551,28.15968,312.44,1.1,1.05,2025-12-26,124,A,78,6.1NRT,294.1,11.16,N
18.07463,102.9509,311.49,1.27,1.12,2025-12-26,236,T,70,6.1NRT,293.76,11.11,D
9.87413,22.37566,304.56,1.65,1.26,2025-12-26,121,A,43,6.1NRT,290.99,11.08,N
-19.47936,-42.54926,315.01,1.0,1.0,2025-12-26,9,T,90,6.1NRT,296.17,11.05,N
-26.56241,149.73862,325.89,1.0,1.0,2025-12-26,525,A,67,6.1NRT,310.56,11.03,D
17.97985,74.28931,314.92,1.02,1.01,2025-12-26,414,T,73,6.1NRT,295.5,10.97,D
16.08988,74.66931,316.73,1.0,1.0,2025-12-26,416,T,74,6.1NRT,295.86,10.97,D
21.88737,99.79425,310.9,1.02,1.01,2025-12-26,236,T,71,6.1NRT,287.87,10.87,D
-11.16278,-43.30934,311.97,1.06,1.03,2025-12-26,11,T,84,6.1NRT,293.84,10.86,N
0.96875,117.06078,318.45,1.06,1.03,2025-12-26,711,A,75,6.1NRT,295.18,10.85,D
-23.07118,145.58003,326.55,1.21,1.09,2025-12-26,525,A,48,6.1NRT,307.2,10.83,D
31.24935,49.17146,302.85,1.43,1.18,2025-12-26,550,T,41,6.1NRT,285.86,10.77,D
-32.48462,19.12695,310.17,1.07,1.03,2025-12-26,134,A,37,6.1NRT,290.35,10.74,N
16.36405,77.8213,312.52,1.26,1.11,2025-12-26,416,T,68,6.1NRT,297.42,10.74,D
17.97037,77.72861,312.34,1.19,1.08,2025-12-26,414,T,68,6.1NRT,297.05,10.72,D
-32.43416,19.08587,311.2,1.06,1.03,2025-12-26,134,A,21,6.1NRT,289.38,10.7,N
6.92691,24.3985,307.37,1.12,1.05,2025-12-26,124,A,71,6.1NRT,289.98,10.67,N
10.90621,29.5117,309.57,1.14,1.06,2025-12-26,121,A,78,6.1NRT,293.03,10.66,N
20.63281,75.1067,314.24,1.01,1.0,2025-12-26,414,T,72,6.1NRT,295.67,10.64,D
13.56166,25.43546,305.85,1.17,1.08,2025-12-26,121,A,66,6.1NRT,287.37,10.57,N
21.6975,74.60404,313.64,1.04,1.02,2025-12-26,414,T,71,6.1NRT,295.47,10.53,D
9.12738,23.0962,305.8,1.42,1.18,2025-12-26,124,A,66,6.1NRT,294.7,10.44,N
20.98456,-101.46818,307.96,1.01,1.0,2025-12-26,336,T,73,6.1NRT,286.23,10.38,N
20.63413,75.0973,313.84,1.01,1.0,2025-12-26,414,T,71,6.1NRT,295.43,10.36,D
